sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,StateofUtah_Choice1,StateofUtah_Choice2,StateofUtah_Choice3,StateofUtah_Choice4,StateofUtah_Choice5,StateofUtah_Choice6,StateofUtah_Choice7,StateofUtah_Choice8,StateofUtah_Choice9,StateofUtah_Choice10,StateofUtah_Choice11,StateofUtah_Choice12,StateofUtah_Choice13,StateofUtah_Choice14,StateofUtah_Choice15,WorkplacePerks_1,WorkplacePerks_2,WorkplacePerks_3,WorkplacePerks_4,WorkplacePerks_5,Zip,Gender,Dependents,Education,Age,workExperience,effectivelyServes,employmentOpportunities,benefits,StateofUtah_Fit,Salary_10% below industry average_Rescaled_Utility,Salary_Industry average_Rescaled_Utility,Salary_10% above industry average_Rescaled_Utility,Flexability_100% on-site hours 0% work at home_Rescaled_Utility,Flexability_75% on-site hours 25% work at home_Rescaled_Utility,Flexability_50% on-site hours 50% work at home_Rescaled_Utility,Flexability_25% on-site hours 75% work at home_Rescaled_Utility,Core_Health Care_Rescaled_Utility,Core_Company Retirement Plan_Rescaled_Utility,Core_Personal sick/vacation leave_Rescaled_Utility,Perks_Childcare credit_Rescaled_Utility,Perks_Tuition assistance_Rescaled_Utility,Perks_Paid parental/family leave_Rescaled_Utility,Perks_Paid professional develop_Rescaled_Utility,Stability_High Stability_Rescaled_Utility,Stability_Low Stability_Rescaled_Utility,Growth_High Growth_Rescaled_Utility,Growth_Low Growth_Rescaled_Utility,Salary_Importance,Flexability_Importance,Core_Importance,Perks_Importance,Stability_Importance,Growth_Importance
56,10 Feb 2020 - 21:17:03 MST,10 Feb 2020 - 21:22:23 MST,0h 5m 20s,0h 5m 17s,1581394623,1581394943,1,5,,Terminate1,1,,Safari 604.1,,375,,2,2,1,2,2,3,1,1,2,3,2,3,3,3,1,2,1,4,3,,84010,1,2,2,1,2,3,1,1,0.583128833,-68.67331576,30.943686,37.72962977,1.628833286,-62.3951669,22.47712128,38.28921234,-3.825341066,-3.01269227,6.838033336,-30.44894991,36.05052179,2.214082132,-7.81565401,123.5054649,-123.5054649,34.36944962,-34.36944962,0.177338243,0.167807299,0.017772291,0.110832453,0.411684883,0.114564832
57,10 Feb 2020 - 21:18:47 MST,10 Feb 2020 - 21:24:05 MST,0h 5m 18s,0h 5m 16s,1581394727,1581395045,1,5,,Terminate1,1,Mac OS X 10.14.6,Chrome 80.0.3987.87,,1277,,2,2,2,3,1,3,1,1,2,1,3,1,2,2,2,3,1,4,2,,89074,1,2,3,1,1,2,1,1,0.488760514,4.558299179,-6.618486145,2.060186966,-120.5249342,-82.32512209,36.44726956,166.4027867,-11.46607816,40.2670129,-28.80093474,23.42186388,-61.06219892,24.31536025,13.3249748,50.96968715,-50.96968715,22.7553063,-22.7553063,0.018627976,0.478212868,0.115113246,0.142295932,0.169898957,0.075851021
58,10 Feb 2020 - 21:38:02 MST,10 Feb 2020 - 21:38:21 MST,0h 0m 19s,0h 0m 18s,1581395882,1581395901,1,2,,StateofUtah_Choice1,1,,Mobile 15E148,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,10 Feb 2020 - 21:38:44 MST,10 Feb 2020 - 21:39:35 MST,0h 0m 51s,0h 0m 50s,1581395924,1581395975,1,2,,StateofUtah_Choice2,1,,Safari 604.1,,375,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,10 Feb 2020 - 21:38:58 MST,10 Feb 2020 - 21:41:50 MST,0h 2m 52s,0h 2m 51s,1581395938,1581396110,1,2,,StateofUtah_Choice5,1,,Mobile 15E148,,375,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,10 Feb 2020 - 21:42:25 MST,10 Feb 2020 - 21:43:52 MST,0h 1m 27s,0h 1m 26s,1581396145,1581396232,1,2,,StateofUtah_Choice3,1,,Mobile 15E148,,414,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,10 Feb 2020 - 21:46:39 MST,10 Feb 2020 - 21:47:48 MST,0h 1m 9s,0h 1m 8s,1581396399,1581396468,1,2,,StateofUtah_Choice3,1,Android 10,Chrome 80.0.3987.87,,360,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,10 Feb 2020 - 21:48:31 MST,10 Feb 2020 - 21:50:07 MST,0h 1m 36s,0h 1m 34s,1581396511,1581396607,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.87,,360,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,,84045,1,2,1,1,2,1,2,2,0.257708981,4.061134511,34.80344767,-38.86458218,93.87772668,16.27458054,-112.7832318,2.630924606,76.18667672,-22.22589194,-53.96078479,25.45888924,-67.6683137,19.02625922,23.18316524,14.16506953,-14.16506953,34.03310407,-34.03310407,0.12278005,0.344434931,0.216912436,0.155212005,0.047216898,0.11344368
64,10 Feb 2020 - 21:48:45 MST,10 Feb 2020 - 21:55:39 MST,0h 6m 54s,0h 6m 51s,1581396525,1581396939,1,5,,Terminate1,1,,Mobile 15G77,,375,,2,1,1,2,3,2,3,1,3,1,3,2,1,2,3,3,4,1,2,,84020,1,2,3,1,1,2,1,1,0.556184466,-137.2665581,48.35457344,88.91198468,30.91429873,-70.07486,-2.520506001,41.68106726,-25.88139397,3.696028157,22.18536581,43.98308899,-17.6859808,-28.47092735,2.173819154,62.42973274,-62.42973274,8.342644175,-8.342644175,0.376964238,0.186259879,0.080111266,0.120756694,0.208099109,0.027808814
65,10 Feb 2020 - 21:49:20 MST,10 Feb 2020 - 21:58:59 MST,0h 9m 39s,0h 9m 38s,1581396560,1581397139,1,5,,Terminate1,1,,Safari 604.1,,375,,2,1,1,1,2,2,2,1,3,2,2,3,1,1,1,2,3,1,4,,84321,2,2,3,1,1,1,2,1,0.530581807,-38.05645752,7.005487987,31.05096954,81.9033299,50.6464996,-60.08757434,-72.46225515,12.04501521,3.35859424,-15.40360945,96.32399106,4.999123736,-63.91820785,-37.40490695,86.76262526,-86.76262526,7.6554569,-7.6554569,0.115179045,0.257275975,0.045747708,0.267070332,0.289208751,0.02551819
66,10 Feb 2020 - 21:55:36 MST,10 Feb 2020 - 22:03:08 MST,0h 7m 32s,0h 7m 28s,1581396936,1581397388,1,5,,Terminate1,1,,Safari 604.1,,414,,1,1,2,3,2,3,2,2,3,2,2,1,3,1,2,4,2,1,3,,84112,1,2,3,1,2,3,1,1,0.503876082,-20.62325722,22.08325082,-1.4599936,-98.63979707,-35.27986427,-33.53588887,167.4555502,26.83937716,-8.770557663,-18.0688195,-23.48744564,-28.23690665,46.99027507,4.734077221,48.72356364,-48.72356364,36.8078195,-36.8078195,0.071177513,0.443492245,0.074846994,0.125378636,0.162411879,0.122692732
67,10 Feb 2020 - 21:57:37 MST,10 Feb 2020 - 21:57:50 MST,0h 0m 13s,0h 0m 12s,1581397057,1581397070,1,2,,StateofUtah_Choice1,1,,Safari 604.1,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,10 Feb 2020 - 22:06:01 MST,10 Feb 2020 - 22:10:29 MST,0h 4m 28s,0h 4m 25s,1581397561,1581397829,1,5,,Terminate1,1,,Safari 604.1,,414,,1,3,2,1,3,3,1,1,3,3,1,1,3,1,1,4,3,2,1,,84065,1,2,3,1,1,2,1,2,0.345300681,-101.2407322,31.41377258,69.82695966,-26.93436652,-28.94191513,63.79575569,-7.919474044,82.32272305,-45.24622366,-37.07649939,15.69319479,-35.7063348,-39.45279084,59.46593086,32.24454699,-32.24454699,22.60893744,-22.60893744,0.28511282,0.154562785,0.212614911,0.164864536,0.107481823,0.075363125
69,10 Feb 2020 - 22:08:13 MST,10 Feb 2020 - 22:08:13 MST,0h 0m 0s,0h 0m 0s,1581397693,1581397693,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,10 Feb 2020 - 22:08:13 MST,10 Feb 2020 - 22:08:13 MST,0h 0m 0s,0h 0m 0s,1581397693,1581397693,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,10 Feb 2020 - 22:08:14 MST,10 Feb 2020 - 22:08:14 MST,0h 0m 0s,0h 0m 0s,1581397694,1581397694,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10 Feb 2020 - 22:08:15 MST,10 Feb 2020 - 22:08:16 MST,0h 0m 1s,0h 0m 0s,1581397695,1581397696,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,10 Feb 2020 - 22:11:42 MST,11 Feb 2020 - 09:32:52 MST,11h 21m 10s,11h 21m 9s,1581397902,1581438772,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1368,,3,3,3,2,3,1,3,1,3,2,2,2,2,3,2,4,2,1,3,,84104,2,2,3,1,2,1,2,2,0.519923609,-41.06310395,29.67868458,11.38441936,74.72397027,7.116393712,-46.18535166,-35.65501233,-0.369022773,-40.54378712,40.91280989,18.30058397,13.95769358,-2.418006342,-29.8402712,68.97618877,-68.97618877,70.39952991,-70.39952991,0.117902981,0.201515537,0.135760995,0.080234759,0.229920629,0.2346651
74,10 Feb 2020 - 22:18:51 MST,10 Feb 2020 - 22:20:11 MST,0h 1m 20s,0h 1m 19s,1581398331,1581398411,1,2,,StateofUtah_Choice4,1,Android 9,Chrome 80.0.3987.87,,360,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,10 Feb 2020 - 22:35:00 MST,10 Feb 2020 - 22:35:01 MST,0h 0m 1s,0h 0m 0s,1581399300,1581399301,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,10 Feb 2020 - 22:35:01 MST,10 Feb 2020 - 22:35:01 MST,0h 0m 0s,0h 0m 0s,1581399301,1581399301,1,2,,Text1,1,Linux,Firefox 24.0,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10 Feb 2020 - 22:35:04 MST,10 Feb 2020 - 22:41:37 MST,0h 6m 33s,0h 6m 31s,1581399304,1581399697,1,5,,Terminate1,1,,Safari 604.1,,414,,2,1,2,1,1,1,1,3,2,1,3,3,2,3,3,4,3,2,1,,84102,2,2,3,1,1,3,1,1,0.581261116,-88.12435516,26.18255182,61.94180333,-16.00496563,67.82058852,14.68856774,-66.50419063,28.3446989,-13.0406686,-15.3040303,-10.28933405,-2.468326375,19.25760616,-6.49994574,68.11870012,-68.11870012,53.08799636,-53.08799636,0.250110264,0.223874632,0.072747882,0.0492449,0.227062334,0.176959988
78,10 Feb 2020 - 22:35:08 MST,10 Feb 2020 - 22:39:40 MST,0h 4m 32s,0h 4m 29s,1581399308,1581399580,1,5,,Terminate1,1,Android 8.0.0,Chrome 71.0.3578.99,,360,,3,2,2,1,3,2,1,2,3,2,2,1,2,2,2,3,1,2,4,,84112,2,2,5,1,1,1,2,2,0.354624492,-46.09284302,-27.40335697,73.49619999,-180.8644675,-36.45473318,84.84523401,132.4739666,-37.56384289,63.18437387,-25.62053098,5.25545541,-13.6908988,20.49427202,-12.05882863,-1.364657483,1.364657483,-14.70491018,14.70491018,0.199315072,0.522230723,0.167913695,0.056975285,0.004548858,0.049016367
79,10 Feb 2020 - 23:49:48 MST,10 Feb 2020 - 23:57:20 MST,0h 7m 32s,0h 7m 30s,1581403788,1581404240,1,5,,Terminate1,1,,Safari 604.1,,375,,2,3,2,3,1,2,1,3,3,2,2,1,1,1,1,4,1,3,2,,84092,2,2,3,1,1,1,1,1,0.528656617,-52.0769801,23.23232569,28.84465441,-77.25749521,-38.33420476,49.85140676,65.74029321,-3.401646267,35.03862509,-31.63697882,33.82056042,-4.746438139,-11.81370711,-17.26041517,75.10879607,-75.10879607,54.05320272,-54.05320272,0.134869391,0.238329647,0.111126007,0.085134959,0.250362654,0.180177342
80,10 Feb 2020 - 23:51:07 MST,10 Feb 2020 - 23:56:15 MST,0h 5m 8s,0h 5m 5s,1581403867,1581404175,1,5,,Terminate1,1,,Mobile 15E148,,414,,2,1,3,1,1,3,1,2,3,1,3,3,2,1,1,4,3,1,2,,84020,2,2,3,1,1,2,1,1,0.599413449,-61.76538155,-12.44120205,74.2065836,80.96840719,11.80455888,-51.07222498,-41.70074109,12.72830661,-40.76821852,28.03991191,-30.22370542,3.380890079,14.95571408,11.88710126,60.0459915,-60.0459915,48.95393487,-48.95393487,0.226619942,0.22006772,0.114680217,0.075299033,0.200153305,0.163179783
81,10 Feb 2020 - 23:52:45 MST,11 Feb 2020 - 00:00:46 MST,0h 8m 1s,0h 7m 58s,1581403965,1581404446,1,5,,Terminate1,1,,Mobile 15E148,,414,,1,3,2,3,1,3,1,1,3,1,3,2,3,3,2,2,4,1,3,,84020,2,2,3,1,1,2,2,1,0.577565228,-62.99308016,-16.07151342,79.06459358,38.5605471,-3.737093506,-27.47974359,-7.343710005,8.459455543,4.057026188,-12.51648173,-41.57846543,69.95941556,18.10369024,-46.48464038,87.74963499,-87.74963499,39.49138619,-39.49138619,0.23676279,0.110067151,0.034959895,0.194073427,0.292498783,0.131637954
82,11 Feb 2020 - 00:05:52 MST,11 Feb 2020 - 00:14:40 MST,0h 8m 48s,0h 8m 44s,1581404752,1581405280,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.87,,393,,3,3,3,2,1,3,2,2,2,1,3,3,1,2,2,3,2,1,4,,84010,2,2,3,1,2,3,1,1,0.614461971,-99.43047832,30.34560239,69.08487593,17.42368012,-9.154979957,-43.81235105,35.54365088,-15.14447711,13.17004622,1.974430892,-20.03935363,-29.18416055,23.71388053,25.50963364,32.7403258,-32.7403258,101.8198374,-101.8198374,0.280858924,0.132260003,0.047190872,0.091156324,0.109134419,0.339399458
83,11 Feb 2020 - 00:27:54 MST,11 Feb 2020 - 00:34:11 MST,0h 6m 17s,0h 6m 14s,1581406074,1581406451,1,5,,Terminate1,1,,Safari 604.1,,414,,1,1,2,3,3,1,3,1,1,2,3,2,2,3,2,4,1,2,3,,84092,2,2,3,1,1,3,1,1,0.615104775,-96.45653321,24.18982852,72.26670468,-45.54343442,-7.523427138,6.576312444,46.49054911,-11.28727392,2.45583381,8.831440109,0.233042693,6.806729483,-15.2582764,8.218504228,117.1167836,-117.1167836,30.70685831,-30.70685831,0.281205396,0.153389973,0.03353119,0.039127968,0.390389279,0.102356194
84,11 Feb 2020 - 00:34:22 MST,11 Feb 2020 - 00:34:22 MST,0h 0m 0s,0h 0m 0s,1581406462,1581406462,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,11 Feb 2020 - 00:48:00 MST,11 Feb 2020 - 00:53:00 MST,0h 5m 0s,0h 4m 58s,1581407280,1581407580,1,5,,Terminate1,1,,Mobile 15E148,,375,,2,2,3,2,2,2,3,3,2,3,2,2,3,3,1,2,1,3,4,,86406,1,2,3,1,1,1,2,2,0.502817007,-76.22730908,9.434519082,66.79279,-26.72216939,22.250617,0.60894043,3.862611964,113.5040633,-64.20651554,-49.29754774,-9.353983274,42.48260324,27.89276565,-61.02138562,29.74721267,-29.74721267,33.64906077,-33.64906077,0.238366832,0.081621311,0.296184298,0.172506648,0.099157376,0.112163536
86,11 Feb 2020 - 08:08:51 MST,11 Feb 2020 - 08:08:51 MST,0h 0m 0s,0h 0m 0s,1581433731,1581433731,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,11 Feb 2020 - 08:22:16 MST,11 Feb 2020 - 08:22:16 MST,0h 0m 0s,0h 0m 0s,1581434536,1581434536,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,11 Feb 2020 - 08:22:32 MST,11 Feb 2020 - 08:22:32 MST,0h 0m 0s,0h 0m 0s,1581434552,1581434552,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,11 Feb 2020 - 08:22:53 MST,11 Feb 2020 - 08:22:53 MST,0h 0m 0s,0h 0m 0s,1581434573,1581434573,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11 Feb 2020 - 08:23:10 MST,11 Feb 2020 - 08:23:10 MST,0h 0m 0s,0h 0m 0s,1581434590,1581434590,1,2,,Text1,1,Linux,Chrome 56.0.2924.87,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,11 Feb 2020 - 08:24:07 MST,11 Feb 2020 - 08:24:07 MST,0h 0m 0s,0h 0m 0s,1581434647,1581434647,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11 Feb 2020 - 08:24:11 MST,11 Feb 2020 - 08:24:11 MST,0h 0m 0s,0h 0m 0s,1581434651,1581434651,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,11 Feb 2020 - 08:24:28 MST,11 Feb 2020 - 08:24:28 MST,0h 0m 0s,0h 0m 0s,1581434668,1581434668,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11 Feb 2020 - 08:24:44 MST,11 Feb 2020 - 08:24:44 MST,0h 0m 0s,0h 0m 0s,1581434684,1581434684,1,2,,Text1,1,Linux,Chrome 56.0.2924.87,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,11 Feb 2020 - 08:24:49 MST,11 Feb 2020 - 08:24:49 MST,0h 0m 0s,0h 0m 0s,1581434689,1581434689,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,11 Feb 2020 - 08:24:59 MST,11 Feb 2020 - 08:24:59 MST,0h 0m 0s,0h 0m 0s,1581434699,1581434699,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11 Feb 2020 - 08:25:09 MST,11 Feb 2020 - 08:25:10 MST,0h 0m 1s,0h 0m 0s,1581434709,1581434710,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,11 Feb 2020 - 08:25:11 MST,11 Feb 2020 - 08:30:19 MST,0h 5m 8s,0h 5m 6s,1581434711,1581435019,1,5,,Terminate1,1,,Safari 604.1,,414,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,,84092,2,1,6,3,3,1,2,2,0.356347032,34.28715824,-60.47316838,26.18601014,17.55085564,-56.04353982,14.38977026,24.10291392,69.25291464,-3.998413829,-65.25450081,-101.042033,-19.88748622,112.8389143,8.090604915,6.356525394,-6.356525394,31.99590301,-31.99590301,0.157933878,0.133577423,0.224179026,0.356468246,0.021188418,0.10665301
99,11 Feb 2020 - 08:25:20 MST,11 Feb 2020 - 08:25:20 MST,0h 0m 0s,0h 0m 0s,1581434720,1581434720,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,11 Feb 2020 - 08:25:36 MST,11 Feb 2020 - 08:25:36 MST,0h 0m 0s,0h 0m 0s,1581434736,1581434736,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,11 Feb 2020 - 08:25:47 MST,11 Feb 2020 - 08:25:48 MST,0h 0m 1s,0h 0m 0s,1581434747,1581434748,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,11 Feb 2020 - 08:27:07 MST,11 Feb 2020 - 08:27:07 MST,0h 0m 0s,0h 0m 0s,1581434827,1581434827,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,11 Feb 2020 - 08:27:21 MST,11 Feb 2020 - 08:36:06 MST,0h 8m 45s,0h 8m 43s,1581434841,1581435366,1,2,,StateofUtah_Choice8,1,,Safari 604.1,,414,,1,1,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,11 Feb 2020 - 08:27:27 MST,11 Feb 2020 - 08:27:27 MST,0h 0m 0s,0h 0m 0s,1581434847,1581434847,1,2,,Text1,1,Linux,Chrome 56.0.2924.87,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,11 Feb 2020 - 08:27:45 MST,11 Feb 2020 - 08:27:45 MST,0h 0m 0s,0h 0m 0s,1581434865,1581434865,1,2,,Text1,1,,AppEngine-Google;,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,11 Feb 2020 - 08:28:24 MST,11 Feb 2020 - 08:28:24 MST,0h 0m 0s,0h 0m 0s,1581434904,1581434904,1,2,,Text1,1,,Snapchat 10.75.0.67,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,11 Feb 2020 - 08:29:09 MST,11 Feb 2020 - 08:29:09 MST,0h 0m 0s,0h 0m 0s,1581434949,1581434949,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,11 Feb 2020 - 08:35:07 MST,11 Feb 2020 - 08:35:07 MST,0h 0m 0s,0h 0m 0s,1581435307,1581435307,1,2,,Text1,1,Android 9,Chrome 79.0.3945.116,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,11 Feb 2020 - 08:40:28 MST,11 Feb 2020 - 09:07:51 MST,0h 27m 23s,0h 27m 22s,1581435628,1581437271,1,5,,Terminate1,1,,Safari 604.1,,375,,3,2,2,1,2,2,3,2,3,2,1,2,3,3,2,4,3,2,1,,84117,1,2,4,1,2,1,2,1,0.587131226,-56.70328177,16.87935314,39.82392863,-3.457303262,3.829059449,-16.62094615,16.24918997,46.67831023,-42.38666397,-4.291646263,-50.7947721,0.951674514,5.999627924,43.84346966,114.1485571,-114.1485571,29.30116167,-29.30116167,0.160878684,0.05478356,0.148441624,0.157730403,0.38049519,0.097670539
110,11 Feb 2020 - 08:59:09 MST,11 Feb 2020 - 09:00:36 MST,0h 1m 27s,0h 1m 26s,1581436749,1581436836,1,2,,StateofUtah_Choice2,1,Android 10,Chrome 80.0.3987.87,,412,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,11 Feb 2020 - 08:59:50 MST,11 Feb 2020 - 08:59:50 MST,0h 0m 0s,0h 0m 0s,1581436790,1581436790,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,11 Feb 2020 - 09:00:32 MST,11 Feb 2020 - 09:00:32 MST,0h 0m 0s,0h 0m 0s,1581436832,1581436832,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,11 Feb 2020 - 09:00:56 MST,11 Feb 2020 - 09:00:56 MST,0h 0m 0s,0h 0m 0s,1581436856,1581436856,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,11 Feb 2020 - 09:00:58 MST,11 Feb 2020 - 09:07:15 MST,0h 6m 17s,0h 6m 15s,1581436858,1581437235,1,2,,StateofUtah_Choice14,1,,Snapchat 10.75.0.67,,414,,1,3,2,2,2,2,1,1,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,11 Feb 2020 - 09:01:00 MST,11 Feb 2020 - 09:07:46 MST,0h 6m 46s,0h 6m 43s,1581436860,1581437266,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.87,,412,,1,1,3,1,1,2,3,2,2,1,3,1,3,2,3,4,2,3,1,,84103,2,2,3,1,2,2,2,2,0.615701221,-39.5404596,-13.30122026,52.84167986,-16.37440074,-7.71466433,51.0721416,-26.98307652,10.11985987,-12.62998714,2.510127268,12.1255849,15.41963978,-35.64459462,8.099369942,120.5815999,-120.5815999,57.29268063,-57.29268063,0.153970232,0.13009203,0.037916412,0.085107057,0.401938666,0.190975602
116,11 Feb 2020 - 09:08:04 MST,11 Feb 2020 - 09:08:04 MST,0h 0m 0s,0h 0m 0s,1581437284,1581437284,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11 Feb 2020 - 09:08:49 MST,11 Feb 2020 - 09:14:07 MST,0h 5m 18s,0h 5m 14s,1581437329,1581437647,1,5,,Terminate1,1,,Snapchat 10.75.0.67,,414,,3,2,3,2,1,1,1,3,2,1,1,2,2,2,3,4,2,3,1,,84020,1,2,4,1,1,3,1,1,0.57237577,-49.28111468,25.8599179,23.42119679,-24.0394663,42.9527966,39.6896162,-58.6029465,13.46481039,-32.21637263,18.75156224,-3.615615557,11.00969029,-3.57716791,-3.816906818,58.65433889,-58.65433889,120.1000073,-120.1000073,0.125235054,0.169259572,0.084946558,0.024710995,0.195514463,0.400333358
